detectedstate,dateannounced,gender,count
Punjab,09/04/2020,M,1
Punjab,10/04/2020,Unknown,21
Punjab,11/04/2020,Unknown,7
Punjab,12/04/2020,Unknown,12
Punjab,13/04/2020,Unknown,6
Punjab,14/04/2020,Unknown,8
Punjab,15/04/2020,Unknown,2
Punjab,16/04/2020,Unknown,11
Punjab,17/04/2020,Unknown,14
Punjab,18/04/2020,Unknown,23
Punjab,19/04/2020,Unknown,12
Punjab,20/04/2020,Unknown,1
Punjab,21/04/2020,Unknown,6
Punjab,22/04/2020,Unknown,25
Punjab,22/04/2020,M,2
Punjab,23/04/2020,Unknown,5
Punjab,24/04/2020,Unknown,14
Punjab,24/04/2020,M,1
Punjab,25/04/2020,Unknown,10
Punjab,26/04/2020,Unknown,14
Punjab,27/04/2020,Unknown,10
Punjab,27/04/2020,F,1
Punjab,28/04/2020,Unknown,5
Punjab,29/04/2020,Unknown,9
Punjab,30/04/2020,Unknown,18
Punjab,01/05/2020,Unknown,12
Punjab,02/05/2020,Unknown,16
Punjab,03/05/2020,Unknown,22
Punjab,04/05/2020,Unknown,17
Punjab,05/05/2020,Unknown,14
Punjab,06/05/2020,Unknown,19
Punjab,07/05/2020,Unknown,14
Punjab,08/05/2020,Unknown,12
Punjab,09/05/2020,Unknown,10
Punjab,10/05/2020,Unknown,11
Punjab,11/05/2020,Unknown,15
Punjab,12/05/2020,Unknown,10
Punjab,13/05/2020,Unknown,8
Punjab,14/05/2020,Unknown,7
Punjab,15/05/2020,Unknown,24
Punjab,16/05/2020,Unknown,27
Punjab,17/05/2020,Unknown,14
Punjab,18/05/2020,Unknown,18
Punjab,19/05/2020,Unknown,18
Punjab,20/05/2020,Unknown,13
Punjab,21/05/2020,Unknown,13
Punjab,22/05/2020,Unknown,11
Punjab,23/05/2020,Unknown,14
Punjab,24/05/2020,Unknown,14
Punjab,25/05/2020,Unknown,11
Punjab,26/05/2020,Unknown,10
Punjab,27/05/2020,Unknown,9
Punjab,28/05/2020,Unknown,10
Punjab,29/05/2020,Unknown,12
Punjab,30/05/2020,Unknown,17
Punjab,31/05/2020,Unknown,16
Punjab,01/06/2020,Unknown,19
Punjab,02/06/2020,Unknown,45
Punjab,03/06/2020,Unknown,16
Punjab,04/06/2020,Unknown,26
Punjab,05/06/2020,Unknown,22
Punjab,06/06/2020,Unknown,60
Punjab,07/06/2020,Unknown,17
Punjab,08/06/2020,Unknown,22
Punjab,09/06/2020,Unknown,19
Punjab,10/06/2020,Unknown,26
Punjab,11/06/2020,Unknown,21
Punjab,12/06/2020,Unknown,23
Punjab,13/06/2020,Unknown,22
Punjab,14/06/2020,Unknown,28
Punjab,15/06/2020,Unknown,35
Punjab,16/06/2020,Unknown,23
Punjab,17/06/2020,Unknown,31
Punjab,18/06/2020,Unknown,24
Punjab,19/06/2020,Unknown,36
Punjab,20/06/2020,Unknown,24
Punjab,21/06/2020,Unknown,21
Punjab,22/06/2020,Unknown,31
Punjab,23/06/2020,Unknown,31
Punjab,24/06/2020,Unknown,26
Punjab,25/06/2020,Unknown,35
Punjab,26/06/2020,Unknown,19
Punjab,27/06/2020,Unknown,31
Punjab,28/06/2020,Unknown,36
Punjab,29/06/2020,Unknown,35
Punjab,30/06/2020,Unknown,27
Punjab,01/07/2020,Unknown,22
Punjab,02/07/2020,Unknown,30
Punjab,03/07/2020,Unknown,36
Punjab,04/07/2020,Unknown,33
Punjab,05/07/2020,Unknown,28
Punjab,06/07/2020,Unknown,28
Punjab,07/07/2020,Unknown,30
Punjab,08/07/2020,Unknown,37
Punjab,09/07/2020,Unknown,37
Punjab,10/07/2020,Unknown,34
Punjab,11/07/2020,Unknown,26
Punjab,12/07/2020,Unknown,37
Punjab,13/07/2020,Unknown,32
Punjab,14/07/2020,Unknown,35
Punjab,15/07/2020,Unknown,38
Punjab,16/07/2020,Unknown,39
Punjab,17/07/2020,Unknown,37
Rajasthan,03/03/2020,M,1
Rajasthan,04/03/2020,F,1
Rajasthan,10/03/2020,M,1
Rajasthan,14/03/2020,M,1
Rajasthan,18/03/2020,F,2
Rajasthan,18/03/2020,M,1
Rajasthan,19/03/2020,F,1
Rajasthan,19/03/2020,M,1
Rajasthan,20/03/2020,Unknown,8
Rajasthan,21/03/2020,Unknown,7
Rajasthan,22/03/2020,Unknown,3
Rajasthan,22/03/2020,M,2
Rajasthan,23/03/2020,Unknown,3
Rajasthan,25/03/2020,Unknown,5
Rajasthan,25/03/2020,F,1
Rajasthan,26/03/2020,Unknown,3
Rajasthan,26/03/2020,M,2
Rajasthan,27/03/2020,Unknown,7
Rajasthan,28/03/2020,Unknown,2
Rajasthan,28/03/2020,F,1
Rajasthan,28/03/2020,M,1
Rajasthan,29/03/2020,M,3
Rajasthan,29/03/2020,F,2
Rajasthan,30/03/2020,Unknown,19
Rajasthan,30/03/2020,M,1
Rajasthan,31/03/2020,Unknown,10
Rajasthan,31/03/2020,M,3
Rajasthan,31/03/2020,F,1
Rajasthan,01/04/2020,Unknown,25
Rajasthan,01/04/2020,F,1
Rajasthan,01/04/2020,M,1
Rajasthan,02/04/2020,Unknown,13
Rajasthan,03/04/2020,Unknown,46
Rajasthan,04/04/2020,Unknown,27
Rajasthan,05/04/2020,Unknown,60
Rajasthan,06/04/2020,Unknown,35
Rajasthan,07/04/2020,Unknown,42
Rajasthan,08/04/2020,Unknown,40
Rajasthan,09/04/2020,Unknown,80
Rajasthan,10/04/2020,Unknown,98
Rajasthan,11/04/2020,Unknown,139
Rajasthan,12/04/2020,Unknown,104
Rajasthan,13/04/2020,Unknown,93
Rajasthan,14/04/2020,Unknown,108
Rajasthan,15/04/2020,Unknown,71
Rajasthan,16/04/2020,Unknown,55
Rajasthan,17/04/2020,Unknown,98
Rajasthan,18/04/2020,Unknown,122
Rajasthan,19/04/2020,Unknown,127
Rajasthan,20/04/2020,Unknown,102
Rajasthan,21/04/2020,Unknown,161
Rajasthan,22/04/2020,Unknown,153
Rajasthan,23/04/2020,Unknown,76
Rajasthan,24/04/2020,Unknown,70
Rajasthan,25/04/2020,Unknown,51
Rajasthan,26/04/2020,Unknown,104
Rajasthan,27/04/2020,Unknown,39
Rajasthan,27/04/2020,F,2
Rajasthan,27/04/2020,M,1
Rajasthan,28/04/2020,Unknown,21
Rajasthan,28/04/2020,M,1
Rajasthan,29/04/2020,Unknown,28
Rajasthan,29/04/2020,F,3
Rajasthan,30/04/2020,Unknown,29
Rajasthan,01/05/2020,Unknown,24
Rajasthan,02/05/2020,Unknown,25
Rajasthan,02/05/2020,M,6
Rajasthan,03/05/2020,Unknown,25
Rajasthan,04/05/2020,Unknown,31
Rajasthan,05/05/2020,Unknown,31
Rajasthan,06/05/2020,Unknown,39
Rajasthan,07/05/2020,Unknown,29
Rajasthan,08/05/2020,Unknown,32
Rajasthan,09/05/2020,Unknown,36
Rajasthan,10/05/2020,Unknown,33
Rajasthan,11/05/2020,Unknown,44
Rajasthan,12/05/2020,Unknown,40
Rajasthan,13/05/2020,Unknown,50
Rajasthan,14/05/2020,Unknown,44
Rajasthan,15/05/2020,Unknown,43
Rajasthan,16/05/2020,Unknown,38
Rajasthan,17/05/2020,Unknown,47
Rajasthan,18/05/2020,Unknown,53
Rajasthan,19/05/2020,Unknown,55
Rajasthan,20/05/2020,Unknown,44
Rajasthan,21/05/2020,Unknown,48
Rajasthan,22/05/2020,Unknown,56
Rajasthan,23/05/2020,Unknown,50
Rajasthan,24/05/2020,Unknown,47
Rajasthan,25/05/2020,Unknown,46
Rajasthan,26/05/2020,Unknown,55
Rajasthan,27/05/2020,Unknown,56
Rajasthan,28/05/2020,Unknown,46
Rajasthan,29/05/2020,Unknown,49
Rajasthan,30/05/2020,Unknown,58
Rajasthan,31/05/2020,Unknown,56
Rajasthan,01/06/2020,Unknown,46
Rajasthan,02/06/2020,Unknown,56
Rajasthan,03/06/2020,Unknown,57
Rajasthan,04/06/2020,Unknown,53
Rajasthan,05/06/2020,Unknown,49
Rajasthan,06/06/2020,Unknown,49
Rajasthan,07/06/2020,Unknown,59
Rajasthan,08/06/2020,Unknown,56
Rajasthan,09/06/2020,Unknown,67
Rajasthan,10/06/2020,Unknown,57
Rajasthan,11/06/2020,Unknown,57
Rajasthan,12/06/2020,Unknown,55
Rajasthan,13/06/2020,Unknown,62
Rajasthan,14/06/2020,Unknown,64
Rajasthan,15/06/2020,Unknown,56
Rajasthan,16/06/2020,Unknown,49
Rajasthan,17/06/2020,Unknown,61
Rajasthan,18/06/2020,Unknown,57
Rajasthan,19/06/2020,Unknown,54
Rajasthan,20/06/2020,Unknown,58
Rajasthan,21/06/2020,Unknown,56
Rajasthan,22/06/2020,Unknown,50
Rajasthan,23/06/2020,Unknown,67
Rajasthan,24/06/2020,Unknown,72
Rajasthan,25/06/2020,Unknown,64
Rajasthan,26/06/2020,Unknown,61
Rajasthan,27/06/2020,Unknown,65
Rajasthan,28/06/2020,Unknown,69
Rajasthan,29/06/2020,Unknown,63
Rajasthan,30/06/2020,Unknown,64
Rajasthan,01/07/2020,Unknown,59
Rajasthan,02/07/2020,Unknown,72
Rajasthan,03/07/2020,Unknown,66
Rajasthan,04/07/2020,Unknown,68
Rajasthan,05/07/2020,Unknown,68
Rajasthan,06/07/2020,Unknown,65
Rajasthan,07/07/2020,Unknown,78
Rajasthan,08/07/2020,Unknown,74
Rajasthan,09/07/2020,Unknown,58
Rajasthan,10/07/2020,Unknown,67
Rajasthan,11/07/2020,Unknown,60
Rajasthan,12/07/2020,Unknown,63
Rajasthan,13/07/2020,Unknown,63
Rajasthan,14/07/2020,Unknown,67
Rajasthan,15/07/2020,Unknown,69
Rajasthan,16/07/2020,Unknown,69
Rajasthan,17/07/2020,Unknown,70
Sikkim,23/05/2020,Unknown,1
Sikkim,03/06/2020,M,1
Sikkim,05/06/2020,Unknown,1
Sikkim,06/06/2020,Unknown,5
Sikkim,09/06/2020,Unknown,6
Sikkim,12/06/2020,Unknown,4
Sikkim,13/06/2020,Unknown,7
Sikkim,13/06/2020,M,1
Sikkim,14/06/2020,Unknown,10
Sikkim,17/06/2020,Unknown,2
Sikkim,18/06/2020,Unknown,3
Sikkim,19/06/2020,Unknown,6
Sikkim,21/06/2020,Unknown,5
Sikkim,22/06/2020,Unknown,3
Sikkim,23/06/2020,Unknown,1
Sikkim,24/06/2020,Unknown,6
Sikkim,25/06/2020,F,1
Sikkim,25/06/2020,Unknown,1
Sikkim,26/06/2020,Unknown,4
Sikkim,27/06/2020,Unknown,5
Sikkim,28/06/2020,Unknown,1
Sikkim,30/06/2020,Unknown,3
Sikkim,01/07/2020,Unknown,4
Sikkim,02/07/2020,Unknown,4
Sikkim,03/07/2020,Unknown,1
Sikkim,04/07/2020,Unknown,5
Sikkim,05/07/2020,Unknown,3
Sikkim,06/07/2020,Unknown,3
Sikkim,07/07/2020,Unknown,6
Sikkim,08/07/2020,Unknown,2
Sikkim,09/07/2020,Unknown,1
Sikkim,10/07/2020,Unknown,1
Sikkim,11/07/2020,Unknown,1
Sikkim,12/07/2020,Unknown,4
Sikkim,13/07/2020,Unknown,6
Sikkim,14/07/2020,Unknown,7
Sikkim,15/07/2020,Unknown,2
Sikkim,16/07/2020,Unknown,1
Sikkim,17/07/2020,Unknown,3
State Unassigned,19/05/2020,Unknown,1
State Unassigned,20/05/2020,Unknown,1
State Unassigned,21/05/2020,Unknown,1
State Unassigned,22/05/2020,Unknown,1
State Unassigned,23/05/2020,Unknown,1
State Unassigned,24/05/2020,Unknown,1
State Unassigned,25/05/2020,Unknown,1
State Unassigned,26/05/2020,Unknown,1
State Unassigned,27/05/2020,Unknown,1
State Unassigned,28/05/2020,Unknown,1
State Unassigned,29/05/2020,Unknown,1
State Unassigned,30/05/2020,Unknown,1
State Unassigned,31/05/2020,Unknown,1
State Unassigned,01/06/2020,Unknown,1
State Unassigned,02/06/2020,Unknown,1
State Unassigned,03/06/2020,Unknown,1
State Unassigned,04/06/2020,Unknown,1
State Unassigned,05/06/2020,Unknown,1
State Unassigned,06/06/2020,Unknown,1
State Unassigned,07/06/2020,Unknown,1
State Unassigned,08/06/2020,Unknown,2
State Unassigned,09/06/2020,Unknown,2
State Unassigned,10/06/2020,Unknown,1
State Unassigned,11/06/2020,Unknown,1
State Unassigned,12/06/2020,Unknown,1
State Unassigned,13/06/2020,Unknown,1
State Unassigned,14/06/2020,Unknown,1
State Unassigned,15/06/2020,Unknown,1
State Unassigned,16/06/2020,Unknown,1
State Unassigned,17/06/2020,Unknown,1
State Unassigned,18/06/2020,Unknown,1
State Unassigned,19/06/2020,Unknown,1
State Unassigned,20/06/2020,Unknown,1
State Unassigned,21/06/2020,Unknown,1
State Unassigned,22/06/2020,Unknown,1
State Unassigned,23/06/2020,Unknown,1
State Unassigned,24/06/2020,Unknown,1
State Unassigned,25/06/2020,Unknown,1
State Unassigned,26/06/2020,Unknown,1
State Unassigned,27/06/2020,Unknown,1
State Unassigned,28/06/2020,Unknown,1
State Unassigned,29/06/2020,Unknown,1
State Unassigned,30/06/2020,Unknown,1
State Unassigned,01/07/2020,Unknown,1
State Unassigned,02/07/2020,Unknown,1
State Unassigned,03/07/2020,Unknown,1
State Unassigned,04/07/2020,Unknown,1
State Unassigned,05/07/2020,Unknown,1
State Unassigned,06/07/2020,Unknown,1
State Unassigned,07/07/2020,Unknown,1
State Unassigned,08/07/2020,Unknown,1
State Unassigned,09/07/2020,Unknown,1
State Unassigned,10/07/2020,Unknown,1
State Unassigned,11/07/2020,Unknown,1
State Unassigned,12/07/2020,Unknown,1
State Unassigned,13/07/2020,Unknown,1
State Unassigned,14/07/2020,Unknown,1
State Unassigned,15/07/2020,Unknown,1
State Unassigned,16/07/2020,Unknown,1
State Unassigned,17/07/2020,Unknown,1
Tamil Nadu,07/03/2020,M,1
Tamil Nadu,18/03/2020,M,1
Tamil Nadu,19/03/2020,M,1
Tamil Nadu,21/03/2020,M,3
Tamil Nadu,22/03/2020,F,2
Tamil Nadu,22/03/2020,M,1
Tamil Nadu,23/03/2020,M,3
Tamil Nadu,24/03/2020,F,3
Tamil Nadu,24/03/2020,M,3
Tamil Nadu,25/03/2020,M,4
Tamil Nadu,25/03/2020,Unknown,4
Tamil Nadu,26/03/2020,M,2
Tamil Nadu,26/03/2020,F,1
Tamil Nadu,27/03/2020,M,6
Tamil Nadu,27/03/2020,F,3
Tamil Nadu,28/03/2020,M,4
Tamil Nadu,29/03/2020,M,5
Tamil Nadu,29/03/2020,F,3
Tamil Nadu,30/03/2020,M,13
Tamil Nadu,30/03/2020,F,4
Tamil Nadu,31/03/2020,M,53
Tamil Nadu,31/03/2020,Unknown,4
Tamil Nadu,01/04/2020,M,110
Tamil Nadu,02/04/2020,Unknown,75
Tamil Nadu,03/04/2020,Unknown,102
Tamil Nadu,04/04/2020,M,71
Tamil Nadu,04/04/2020,F,3
Tamil Nadu,05/04/2020,M,83
Tamil Nadu,05/04/2020,F,3
Tamil Nadu,06/04/2020,M,38
Tamil Nadu,06/04/2020,F,10
Tamil Nadu,06/04/2020,Unknown,2
Tamil Nadu,07/04/2020,M,39
Tamil Nadu,07/04/2020,F,30
Tamil Nadu,08/04/2020,F,25
Tamil Nadu,08/04/2020,M,23
Tamil Nadu,09/04/2020,F,53
Tamil Nadu,09/04/2020,M,43
Tamil Nadu,10/04/2020,F,49
Tamil Nadu,10/04/2020,M,28
Tamil Nadu,11/04/2020,Unknown,58
Tamil Nadu,12/04/2020,Unknown,106
Tamil Nadu,13/04/2020,Unknown,98
Tamil Nadu,14/04/2020,Unknown,31
Tamil Nadu,15/04/2020,Unknown,38
Tamil Nadu,16/04/2020,Unknown,25
Tamil Nadu,17/04/2020,Unknown,56
Tamil Nadu,18/04/2020,Unknown,49
Tamil Nadu,19/04/2020,Unknown,105
Tamil Nadu,20/04/2020,Unknown,43
Tamil Nadu,21/04/2020,Unknown,76
Tamil Nadu,22/04/2020,M,23
Tamil Nadu,22/04/2020,F,10
Tamil Nadu,23/04/2020,M,33
Tamil Nadu,23/04/2020,F,21
Tamil Nadu,24/04/2020,M,46
Tamil Nadu,24/04/2020,F,26
Tamil Nadu,25/04/2020,M,38
Tamil Nadu,25/04/2020,F,28
Tamil Nadu,26/04/2020,M,39
Tamil Nadu,26/04/2020,F,25
Tamil Nadu,27/04/2020,M,33
Tamil Nadu,27/04/2020,F,19
Tamil Nadu,27/04/2020,Unknown,10
Tamil Nadu,28/04/2020,M,82
Tamil Nadu,28/04/2020,F,40
Tamil Nadu,28/04/2020,Unknown,4
Tamil Nadu,29/04/2020,M,64
Tamil Nadu,29/04/2020,F,42
Tamil Nadu,29/04/2020,Unknown,22
Tamil Nadu,30/04/2020,M,97
Tamil Nadu,30/04/2020,F,64
Tamil Nadu,30/04/2020,Unknown,13
Tamil Nadu,01/05/2020,M,118
Tamil Nadu,01/05/2020,F,86
Tamil Nadu,01/05/2020,Unknown,15
Tamil Nadu,02/05/2020,M,157
Tamil Nadu,02/05/2020,F,73
Tamil Nadu,02/05/2020,Unknown,17
Tamil Nadu,02/05/2020,Non-Binary,1
Tamil Nadu,03/05/2020,M,188
Tamil Nadu,03/05/2020,F,79
Tamil Nadu,03/05/2020,Unknown,5
Tamil Nadu,04/05/2020,Unknown,537
Tamil Nadu,05/05/2020,M,355
Tamil Nadu,05/05/2020,F,154
Tamil Nadu,05/05/2020,Unknown,13
Tamil Nadu,05/05/2020,Non-Binary,1
Tamil Nadu,06/05/2020,M,577
Tamil Nadu,06/05/2020,F,196
Tamil Nadu,06/05/2020,Unknown,11
Tamil Nadu,07/05/2020,Unknown,589
Tamil Nadu,07/05/2020,F,2
Tamil Nadu,08/05/2020,M,405
Tamil Nadu,08/05/2020,F,195
Tamil Nadu,08/05/2020,Unknown,14
Tamil Nadu,09/05/2020,M,360
Tamil Nadu,09/05/2020,F,170
Tamil Nadu,09/05/2020,Unknown,15
Tamil Nadu,10/05/2020,M,415
Tamil Nadu,10/05/2020,F,257
Tamil Nadu,10/05/2020,Unknown,14
Tamil Nadu,11/05/2020,M,516
Tamil Nadu,11/05/2020,F,288
Tamil Nadu,11/05/2020,Unknown,7
Tamil Nadu,12/05/2020,M,431
Tamil Nadu,12/05/2020,F,292
Tamil Nadu,12/05/2020,Unknown,18
Tamil Nadu,12/05/2020,NA,1
Tamil Nadu,13/05/2020,M,291
Tamil Nadu,13/05/2020,F,221
Tamil Nadu,13/05/2020,Unknown,10
Tamil Nadu,14/05/2020,M,254
Tamil Nadu,14/05/2020,F,195
Tamil Nadu,14/05/2020,Unknown,35
Tamil Nadu,15/05/2020,M,257
Tamil Nadu,15/05/2020,F,182
Tamil Nadu,15/05/2020,Unknown,19
Tamil Nadu,16/05/2020,M,305
Tamil Nadu,16/05/2020,F,175
Tamil Nadu,16/05/2020,Unknown,22
Tamil Nadu,17/05/2020,M,400
Tamil Nadu,17/05/2020,F,243
Tamil Nadu,17/05/2020,Unknown,23
Tamil Nadu,18/05/2020,M,304
Tamil Nadu,18/05/2020,F,235
Tamil Nadu,18/05/2020,Unknown,9
Tamil Nadu,19/05/2020,M,410
Tamil Nadu,19/05/2020,F,281
Tamil Nadu,19/05/2020,Unknown,18
Tamil Nadu,20/05/2020,M,443
Tamil Nadu,20/05/2020,F,303
Tamil Nadu,20/05/2020,Unknown,17
Tamil Nadu,21/05/2020,M,485
Tamil Nadu,21/05/2020,F,298
Tamil Nadu,21/05/2020,Unknown,20
Tamil Nadu,22/05/2020,M,472
Tamil Nadu,22/05/2020,F,312
Tamil Nadu,22/05/2020,Unknown,22
Tamil Nadu,22/05/2020,NA,2
Tamil Nadu,23/05/2020,M,433
Tamil Nadu,23/05/2020,F,331
Tamil Nadu,23/05/2020,Unknown,22
Tamil Nadu,24/05/2020,M,472
Tamil Nadu,24/05/2020,F,301
Tamil Nadu,24/05/2020,Unknown,37
Tamil Nadu,25/05/2020,M,491
Tamil Nadu,25/05/2020,F,314
Tamil Nadu,25/05/2020,Unknown,17
Tamil Nadu,26/05/2020,M,391
Tamil Nadu,26/05/2020,F,264
Tamil Nadu,26/05/2020,Unknown,25
Tamil Nadu,27/05/2020,M,511
Tamil Nadu,27/05/2020,F,312
Tamil Nadu,27/05/2020,Unknown,41
Tamil Nadu,28/05/2020,M,503
Tamil Nadu,28/05/2020,F,336
Tamil Nadu,28/05/2020,Unknown,23
Tamil Nadu,29/05/2020,M,523
Tamil Nadu,29/05/2020,F,360
Tamil Nadu,29/05/2020,Unknown,21
Tamil Nadu,30/05/2020,M,599
Tamil Nadu,30/05/2020,F,338
Tamil Nadu,30/05/2020,Unknown,20
Tamil Nadu,31/05/2020,M,739
Tamil Nadu,31/05/2020,F,420
Tamil Nadu,31/05/2020,Unknown,20
Tamil Nadu,31/05/2020,Non-Binary,3
Tamil Nadu,01/06/2020,Unknown,57
Tamil Nadu,02/06/2020,Unknown,51
Tamil Nadu,02/06/2020,M,10
Tamil Nadu,02/06/2020,F,3
Tamil Nadu,03/06/2020,Unknown,58
Tamil Nadu,04/06/2020,Unknown,66
Tamil Nadu,05/06/2020,Unknown,59
Tamil Nadu,06/06/2020,Unknown,79
Tamil Nadu,06/06/2020,M,13
Tamil Nadu,06/06/2020,F,6
Tamil Nadu,07/06/2020,Unknown,49
Tamil Nadu,07/06/2020,M,12
Tamil Nadu,07/06/2020,F,6
Tamil Nadu,08/06/2020,Unknown,58
Tamil Nadu,08/06/2020,M,13
Tamil Nadu,08/06/2020,F,4
Tamil Nadu,09/06/2020,Unknown,69
Tamil Nadu,10/06/2020,Unknown,70
Tamil Nadu,11/06/2020,Unknown,58
Tamil Nadu,11/06/2020,M,17
Tamil Nadu,11/06/2020,F,6
Tamil Nadu,12/06/2020,Unknown,79
Tamil Nadu,13/06/2020,Unknown,85
Tamil Nadu,14/06/2020,Unknown,65
Tamil Nadu,15/06/2020,Unknown,64
Tamil Nadu,16/06/2020,Unknown,64
Tamil Nadu,17/06/2020,Unknown,71
Tamil Nadu,18/06/2020,Unknown,72
Tamil Nadu,19/06/2020,Unknown,76
Tamil Nadu,20/06/2020,Unknown,73
Tamil Nadu,21/06/2020,Unknown,70
Tamil Nadu,22/06/2020,Unknown,69
Tamil Nadu,23/06/2020,Unknown,78
Tamil Nadu,24/06/2020,Unknown,77
Tamil Nadu,25/06/2020,Unknown,71
Tamil Nadu,26/06/2020,Unknown,77
Tamil Nadu,27/06/2020,Unknown,79
Tamil Nadu,28/06/2020,Unknown,78
Tamil Nadu,29/06/2020,Unknown,85
Tamil Nadu,30/06/2020,Unknown,82
Tamil Nadu,01/07/2020,Unknown,82
Tamil Nadu,02/07/2020,Unknown,81
Tamil Nadu,03/07/2020,Unknown,84
Tamil Nadu,04/07/2020,Unknown,85
Tamil Nadu,05/07/2020,Unknown,83
Tamil Nadu,06/07/2020,Unknown,82
Tamil Nadu,07/07/2020,Unknown,79
Tamil Nadu,08/07/2020,Unknown,87
Tamil Nadu,09/07/2020,Unknown,85
Tamil Nadu,10/07/2020,Unknown,89
Tamil Nadu,11/07/2020,Unknown,94
Tamil Nadu,12/07/2020,Unknown,85
Tamil Nadu,13/07/2020,Unknown,86
Tamil Nadu,14/07/2020,Unknown,92
Tamil Nadu,15/07/2020,Unknown,91
Tamil Nadu,16/07/2020,Unknown,95
Tamil Nadu,17/07/2020,Unknown,87
Telangana,02/03/2020,M,1
Telangana,14/03/2020,Unknown,1
Telangana,15/03/2020,Unknown,1
Telangana,16/03/2020,M,1
Telangana,17/03/2020,M,1
Telangana,18/03/2020,Unknown,7
Telangana,18/03/2020,M,1
Telangana,19/03/2020,Unknown,3
Telangana,20/03/2020,M,2
Telangana,20/03/2020,F,1
Telangana,21/03/2020,M,2
Telangana,22/03/2020,M,5
Telangana,22/03/2020,F,1
Telangana,23/03/2020,M,6
Telangana,24/03/2020,F,4
Telangana,24/03/2020,M,2
Telangana,25/03/2020,F,1
Telangana,25/03/2020,M,1
Telangana,26/03/2020,M,3
Telangana,26/03/2020,F,1
Telangana,27/03/2020,Unknown,14
Telangana,28/03/2020,Unknown,7
Telangana,28/03/2020,M,1
Telangana,29/03/2020,Unknown,3
Telangana,30/03/2020,Unknown,7
Telangana,31/03/2020,Unknown,20
Telangana,01/04/2020,Unknown,30
Telangana,02/04/2020,Unknown,27
Telangana,03/04/2020,Unknown,75
Telangana,04/04/2020,Unknown,43
Telangana,05/04/2020,Unknown,62
Telangana,06/04/2020,Unknown,30
Telangana,07/04/2020,Unknown,40
Telangana,08/04/2020,Unknown,49
Telangana,09/04/2020,Unknown,18
Telangana,10/04/2020,Unknown,16
Telangana,11/04/2020,Unknown,16
Telangana,12/04/2020,Unknown,28
Telangana,13/04/2020,Unknown,61
Telangana,14/04/2020,Unknown,52
Telangana,15/04/2020,Unknown,6
Telangana,16/04/2020,Unknown,50
Telangana,17/04/2020,Unknown,66
Telangana,18/04/2020,Unknown,43
Telangana,19/04/2020,Unknown,49
Telangana,20/04/2020,Unknown,14
Telangana,21/04/2020,Unknown,56
Telangana,22/04/2020,Unknown,15
Telangana,23/04/2020,Unknown,27
Telangana,24/04/2020,Unknown,13
Telangana,25/04/2020,Unknown,7
Telangana,26/04/2020,Unknown,11
Telangana,27/04/2020,Unknown,2
Telangana,28/04/2020,Unknown,2
Telangana,29/04/2020,Unknown,2
Telangana,30/04/2020,M,2
Telangana,30/04/2020,Unknown,2
Telangana,30/04/2020,F,1
Telangana,01/05/2020,Unknown,3
Telangana,02/05/2020,Unknown,9
Telangana,03/05/2020,Unknown,3
Telangana,04/05/2020,Unknown,2
Telangana,05/05/2020,Unknown,2
Telangana,06/05/2020,Unknown,9
Telangana,07/05/2020,Unknown,12
Telangana,08/05/2020,Unknown,11
Telangana,09/05/2020,Unknown,12
Telangana,10/05/2020,Unknown,2
Telangana,11/05/2020,Unknown,7
Telangana,12/05/2020,Unknown,8
Telangana,12/05/2020,M,2
Telangana,13/05/2020,Unknown,4
Telangana,14/05/2020,Unknown,4
Telangana,15/05/2020,Unknown,5
Telangana,16/05/2020,Unknown,5
Telangana,17/05/2020,Unknown,4
Telangana,18/05/2020,Unknown,4
Telangana,19/05/2020,Unknown,4
Telangana,20/05/2020,Unknown,4
Telangana,21/05/2020,Unknown,5
Telangana,22/05/2020,Unknown,5
Telangana,23/05/2020,Unknown,3
Telangana,24/05/2020,Unknown,6
Telangana,25/05/2020,Unknown,6
Telangana,26/05/2020,Unknown,12
Telangana,27/05/2020,Unknown,4
Telangana,28/05/2020,Unknown,4
Telangana,29/05/2020,Unknown,7
Telangana,29/05/2020,M,3
Telangana,29/05/2020,F,1
Telangana,30/05/2020,Unknown,15
Telangana,30/05/2020,M,6
Telangana,31/05/2020,Unknown,15
Telangana,01/06/2020,Unknown,11
Telangana,02/06/2020,Unknown,12
Telangana,03/06/2020,Unknown,11
Telangana,04/06/2020,Unknown,8
Telangana,05/06/2020,Unknown,12
Telangana,06/06/2020,Unknown,18
Telangana,07/06/2020,Unknown,11
Telangana,08/06/2020,Unknown,2
Telangana,09/06/2020,Unknown,11
Telangana,10/06/2020,Unknown,15
Telangana,11/06/2020,Unknown,15
Telangana,12/06/2020,Unknown,16
Telangana,13/06/2020,Unknown,21
Telangana,14/06/2020,Unknown,18
Telangana,15/06/2020,Unknown,14
Telangana,16/06/2020,Unknown,15
Telangana,17/06/2020,Unknown,16
Telangana,18/06/2020,Unknown,16
Telangana,19/06/2020,Unknown,17
Telangana,20/06/2020,Unknown,12
Telangana,21/06/2020,Unknown,16
Telangana,22/06/2020,Unknown,14
Telangana,23/06/2020,Unknown,14
Telangana,24/06/2020,Unknown,21
Telangana,25/06/2020,Unknown,20
Telangana,26/06/2020,Unknown,20
Telangana,27/06/2020,Unknown,21
Telangana,28/06/2020,Unknown,21
Telangana,29/06/2020,Unknown,18
Telangana,30/06/2020,Unknown,14
